,species,region,site,longitude,latitude,ref
1134,simulans,Asia,nagano,138.1,36.39, Watanabe T.K. and Kawanishi M. (1978)
1135,simulans,Asia,utsunomiya,139.52,36.33, Ohnishi S. and Kawanishi M. (1981)
1136,simulans,Africa,blida,2.5,36.3, Bachli G. (1988)
1137,simulans,Asia,suzaki,138.0,36.3, Watada M. et al. (1986)
1138,simulans,Asia,kokufu,140.0,36.3, Watada M. et al. (1986)
1139,simulans,Asia,ueda,138.13,36.27, Watada M. et al. (1986)
1140,simulans,Asia,maebashi,139.04,36.24, Ohnishi S. and Kawanishi M. (1981)
1141,simulans,Asia,tochigi,139.46,36.23, Inoue Y. (1988)
1142,simulans,Asia,ohirashita,140.0,36.21, Watada M. et al. (1986)
1143,simulans,Asia,xinin,101.53,36.2, Xu S.-H. et al. (2003)
1144,simulans,Asia,tsuchiura,140.11,36.05, Watanabe T.K. and Kawanishi M. (1978)
1145,simulans,Asia,fukui,136.12,36.04, Itoh M. et al. (2003)
1146,simulans,Asia,lanzhou,103.45,36.01, Xu S.-H. et al. (2003)
1147,simulans,Asia,kikonai,138.0,36.0, Watabe H.-a. (1990)
1148,simulans,Asia,saitama,139.0,36.0, Inoue Y. et al. (1990)
1149,simulans,Asia,japan,140.0,36.0, Montchamp-Moreau C. et al. (1991)
1150,simulans,Asia,kawagoe,139.3,35.55, Watada M. et al. (1986)
1151,simulans,Asia,omiya,139.39,35.54, Ohnishi S. and Kawanishi M. (1981)
1152,simulans,Africa,tanger,-5.5,35.48, ZMZ Collection (1985)
1153,simulans,Asia,sayama,139.24,35.47, Mitsui H. (1993)
1154,simulans,Africa,monastir,10.59,35.46, Rouault J. and David J.R. (1982)
1155,simulans,Asia,nirasaki,138.27,35.45, Watada M. et al. (1986)
1156,simulans,Africa,kairouan,10.01,35.42, Bouletreau M. et al. (1991)
1157,simulans,Asia,kofu,138.34,35.42, Carracedo M.C. et al. (1987)
1158,simulans,Asia,teheran,51.26,35.4, Baba-Aissa F. et al. (1988)
1159,simulans,Asia,katsunuma,138.37,35.4, Itoh M. et al. (2003)
1160,simulans,Asia,yamanaka-ko,138.5,35.4, Watanabe T.K. and Kawanishi M. (1978)
1161,simulans,Asia,kokubunji,139.3,35.4, Watada M. et al. (1986)
1162,simulans,Asia,miyakejima,139.4,35.4, Watada M. et al. (1986)
1163,simulans,Asia,akasaka,139.45,35.4, Asada N. et al. (1987)
1164,simulans,Asia,chiba,140.07,35.39, Ballard J.W.O. (2004)
1165,simulans,Asia,otsuki,138.53,35.38, Oguma Y. et al. (1995)
1166,simulans,Asia,kajikazawa,138.28,35.35, Watada M. et al. (1986)
1167,simulans,Asia,tottori,134.12,35.32, Itoh M. et al. (2003)
1168,simulans,Asia,milyang,128.45,35.3, Lee W.H. (1980)
1169,simulans,Asia,fujiyoshida,138.48,35.3, Watada M. et al. (1986)
1170,simulans,Asia,susono,139.0,35.3, Watada M. et al. (1986)
1171,simulans,Asia,minogamo,137.01,35.29, Itoh M. et al. (2003)
1172,simulans,Asia,yokohama,139.38,35.28, Watanabe T.K. and Kawanishi M. (1978)
1173,simulans,Asia,gifu,136.46,35.27, Watada M. et al. (1986)
1174,simulans,Asia,taisha,132.4,35.26, Asada N. et al. (1987)
1175,simulans,Asia,mobara,140.2,35.26, Watada M. et al. (1986)
1176,simulans,Asia,minobu,138.2,35.2, Watada M. et al. (1986)
1177,simulans,Asia,gotenba,138.58,35.2, Watada M. et al. (1986)
1178,simulans,Asia,oiso,139.2,35.19, Liang B.-L. and Fuyama Y. (2000)
1179,simulans,Asia,fujinomia,138.33,35.16, Ohnishi S. and Kawanishi M. (1981)
1180,simulans,Asia,odawara,139.08,35.15, Watanabe T.K. and Kawanishi M. (1976)
1181,simulans,Africa,larache,-6.1,35.12, Nigro L. (1988)
1182,simulans,Asia,kimhae,128.57,35.1, Lee W.H. (1980)
1183,simulans,Asia,kiyosumi,140.1,35.1, Toda M.J. (1984)
1184,simulans,Asia,nagoya,136.53,35.08, Watada M. et al. (1986)
1185,simulans,Asia,mishima,138.54,35.08, Itoh M. et al. (1999)
1186,simulans,Asia,atami,139.04,35.07, Watanabe T.K. and Kawanishi M. (1976)
1187,simulans,Africa,hassi babah,3.02,35.04, Bachli G. (1988)
1188,simulans,Asia,kyoto,135.45,35.02, Itoh M. et al. (2003)
1189,simulans,Africa,nasr'allah,10.0,35.0, Baba-Aissa F. and Solignac M. (1984)
1190,simulans,Asia,minoo,132.0,35.0, Uenoyama T. and Inoue Y. (1995)
1191,simulans,Asia,tozugawa,135.0,35.0, Itoh M. et al. (2003)
1192,simulans,Asia,aito,136.0,35.0, Itoh M. et al. (2003)
1193,simulans,Asia,kariya,137.0,35.0, Toda M.J. (1979)
1194,simulans,Asia,atagawa,138.0,35.0, Watanabe T.K. and Kawanishi M. (1976)
1195,simulans,Asia,shuzenji,138.55,35.0, Watanabe T.K. and Kawanishi M. (1976)
1196,simulans,Asia,nirayama,139.0,35.0, Watanabe T.K. and Kawanishi M. (1976)
1197,simulans,Asia,shizuoka,138.24,34.59, Inoue Y. (1988)
1198,simulans,Asia,okazaki,137.1,34.58, Watada M. et al. (1986)
1199,simulans,Asia,ito,139.04,34.58, Watanabe T.K. and Kawanishi M. (1976)
1200,simulans,Asia,ugusu,138.5,34.55, Watanabe T.K. and Kawanishi M. (1976)
1201,simulans,Asia,hirakata,135.48,34.52, Watanabe T.K. and Kawanishi M. (1978)
1202,simulans,Asia,yugashima,139.0,34.52, Watanabe T.K. and Kawanishi M. (1976)
1203,simulans,Asia,himeji,134.4,34.5, Mikasa K. (1990)
1204,simulans,Asia,hibarigaoka,135.24,34.5, Watada M. et al. (1986)
1205,simulans,Asia,toi,138.45,34.5, Watanabe T.K. and Kawanishi M. (1976)
1206,simulans,Asia,otago,138.5,34.5, Watanabe T.K. and Kawanishi M. (1976)
1207,simulans,Africa,ain draham,8.4,34.48, Jungen H. (1971)
1208,simulans,Asia,ikeda,135.23,34.48, Watada M. et al. (1986)
1209,simulans,Asia,inatori,139.02,34.46, Watanabe T.K. and Kawanishi M. (1976)
1210,simulans,Asia,zhengzhou,113.38,34.45, Xu S.-H. et al. (2003)
1211,simulans,Asia,shukugawa,135.0,34.44, Watada M. et al. (1986)
1212,simulans,Asia,nishinomiya,135.22,34.44, Itoh M. et al. (2003)
1213,simulans,Asia,matsuzaki,138.45,34.44, Watanabe T.K. and Kawanishi M. (1976)
1214,simulans,Asia,hamamatsu,137.42,34.42, Watanabe T.K. and Kawanishi M. (1978)
1215,simulans,Asia,nara,135.49,34.41, Morimoto K. and Sakamoto Y. (1995)
1216,simulans,Asia,tsu,136.3,34.41, Watanabe T.K. and Kawanishi M. (1978)
1217,simulans,Asia,okayama,133.54,34.4, Asada N. et al. (1987)
1218,simulans,Asia,kobe,135.12,34.4, Itoh M. et al. (2003)
1219,simulans,Asia,arai,137.36,34.4, Watanabe T.K. and Kawanishi M. (1978)
1220,simulans,Asia,shimoda,138.55,34.4, Kawanishi M. and Watanabe T.K. (1980)
1221,simulans,Asia,lianyungang,119.1,34.37, Xu S.-H. et al. (2003)
1222,simulans,Asia,sakai,135.28,34.35, Watanabe T.K. and Kawanishi M. (1978)
1223,simulans,Asia,konoshima,133.25,34.3, Asada N. and Kaneko A. (1986)
1224,simulans,Asia,nishi-oshima,134.0,34.3, Asada N. and Kaneko A. (1986)
1225,simulans,Asia,omishima,131.12,34.25, Watada M. et al. (2000)
1226,simulans,Asia,hiroshima,132.27,34.23, Ohnishi S. and Kawanishi M. (1981)
1227,simulans,Asia,takamatsu,134.01,34.2, Watada M. et al. (1986)
1228,simulans,Asia,xuzhou,117.18,34.17, Xu S.-H. et al. (2003)
1229,simulans,Asia,zentsuji,133.45,34.14, Watada M. et al. (1986)
1230,simulans,Asia,yamaguchi,131.38,34.1, Watada M. et al. (1986)
1231,simulans,Asia,imabari,132.59,34.04, Watada M. et al. (2000)
1232,simulans,Asia,tokushima,134.34,34.03, Watada M. et al. (1986)
1233,simulans,Asia,owase,136.12,34.03, Watanabe T.K. and Kawanishi M. (1978)
1234,simulans,Africa,rabat,-6.51,34.02, Capy P. et al. (1993)
1235,simulans,Asia,kawanoe,133.32,34.01, Watada M. et al. (2000)
1236,simulans,Asia,tokuyama,131.4,34.0, Itoh M. et al. (2003)
1237,simulans,Asia,saijyo,133.3,34.0, Watada M. et al. (2000)
1238,simulans,Asia,oe,134.0,34.0, Itoh M. et al. (2003)
1239,simulans,Asia,shimonoseki,130.58,33.59, Ohnishi S. and Kawanishi M. (1981)
1240,simulans,Asia,hojyo,132.47,33.58, Watada M. et al. (2000)
1241,simulans,Asia,niihama,133.15,33.57, Watada M. et al. (1986)
1242,simulans,Asia,kokura,130.52,33.54, Lee W.H. (1978)
1243,simulans,Africa,djerba,10.51,33.53, Biemont C. et al. (2003)
1244,simulans,Africa,gabes,10.06,33.52, Jungen H. (1971)
1245,simulans,Asia,kitakyushu,130.49,33.52, Watanabe T.K. and Kawanishi M. (1978)
1246,simulans,Asia,ehime,132.36,33.51, Hoshina H. and Watada M. (2001)
1247,simulans,Asia,bungomori,130.55,33.5, Watada M. et al. (1986)
1248,simulans,Asia,kuma,132.4,33.5, Watada M. et al. (2000)
1249,simulans,Asia,matsuyama,132.47,33.5, Watada M. et al. (1986)
1250,simulans,Asia,iyo,132.42,33.43, Watada M. et al. (2000)
1251,simulans,Asia,iyomishima,133.3,33.43, Watada M. et al. (2000)
1252,simulans,Asia,shingu,136.0,33.42, Watada M. et al. (1986)
1253,simulans,Asia,seto,134.2,33.4, Asada N. et al. (1987)
1254,simulans,Africa,casablanca,-7.35,33.39, Capy P. et al. (1993)
1255,simulans,Asia,kochi,133.32,33.33, Carracedo M.C. et al. (1987)
1256,simulans,Asia,nankoku,133.37,33.33, Itoh M. et al. (2003)
1257,simulans,Asia,dazaifu,130.29,33.32, Watada M. et al. (1986)
1258,simulans,Asia,shonai,131.3,33.3, Itoh M. et al. (2003)
1259,simulans,Asia,ozu,132.33,33.3, Watada M. et al. (2000)
1260,simulans,Asia,misaki,132.08,33.27, Watada M. et al. (2000)
1261,simulans,Asia,yawatahama,132.24,33.27, Watada M. et al. (2000)
1262,simulans,Asia,hijikawa,132.36,33.26, Watada M. et al. (2000)
1263,simulans,Asia,tosu,130.29,33.24, Ohnishi S. and Kawanishi M. (1981)
1264,simulans,Asia,hiyoshi,132.0,33.2, Watada M. et al. (2000)
1265,simulans,Asia,beppu,131.3,33.18, Watada M. et al. (1986)
1266,simulans,Asia,saga,130.18,33.16, Inoue Y. (1988)
1267,simulans,Asia,muroto,134.1,33.16, Watada M. et al. (1986)
1268,simulans,Asia,oita,131.36,33.15, Inoue Y. (1988)
1269,simulans,Asia,uwajima,132.32,33.13, Watada M. et al. (1986)
1270,simulans,Asia,kubokawa,133.09,33.13, Watada M. et al. (1986)
1271,simulans,Asia,hachijojima,139.48,33.05, Watanabe T.K. and Kawanishi M. (1978)
1272,simulans,Asia,tanushimaru,130.0,33.0, Watada M. et al. (1986)
1273,simulans,Asia,sukumo,132.42,32.59, Watanabe T.K. and Kawanishi M. (1978)
1274,simulans,Asia,saiki,131.51,32.58, Ohnishi S. and Kawanishi M. (1981)
1275,simulans,Asia,kumamoto,130.42,32.5, Ohnishi S. and Kawanishi M. (1981)
1276,simulans,Africa,beni mellal,-6.26,32.48, Capy P. et al. (1990)
1277,simulans,Asia,shimabara,130.2,32.48, Watada M. et al. (1986)
1278,simulans,Asia,nagasaki,129.52,32.45, Watada M. et al. (1986)
1279,simulans,Asia,jammu,74.54,32.43, Das A. et al. (1995)
1280,simulans,Asia,kuchinotsu,130.1,32.38, Watanabe T.K. and Kawanishi M. (1978)
1281,simulans,Asia,izumi,130.2,32.02, Ohnishi S. and Kawanishi M. (1981)
1282,simulans,Asia,kobayashi,130.58,32.0, Itoh M. et al. (2003)
1283,simulans,Asia,seihi,131.0,32.0, Itoh M. et al. (2003)
1284,simulans,Asia,miyazaki,131.27,31.56, Inoue Y. (1988)
1285,simulans,Africa,marrakech,-8.0,31.49, Biemont C. et al. (2003)
1286,simulans,Asia,kagoshima,130.32,31.37, Ohnishi S. and Kawanishi M. (1981)
1287,simulans,Africa,balteem,31.05,31.34, El-Adl A.M. et al. (1981)
1288,simulans,Africa,essaouira,-9.48,31.3, Prevosti A. (1974)
1289,simulans,Africa,abu-sir,30.55,31.15, Dobzhansky T. et al. (1957)
1290,simulans,Africa,asni,-7.55,31.14, Prevosti A. (1974)
1291,simulans,Africa,alexandria/egypt,29.55,31.13, Ali A.M.M. and El-Helw M.R. (1974)
1292,simulans,Asia,shanghai,121.25,31.13, Xu S.-H. et al. (2003)
1293,simulans,Africa,janakleese,30.0,31.1, Abou-Youssef A.Y. et al. (1983)
1294,simulans,Africa,manzala,31.56,31.1, El-Abidin Salam A.Z et al. (1981)
1295,simulans,Africa,el-arish,33.48,31.07, El-Adl A.M. et al. (1981)
1296,simulans,Africa,abo-hommos,31.19,31.06, El-Abidin Salam A.Z et al. (1981)
1297,simulans,Africa,mansura,31.23,31.03, Bachli G. et al. (1982)
1298,simulans,Asia,tanegashima,131.0,31.0, Watanabe T.K. and Kawanishi M. (1978)
1299,simulans,Africa,mahalla-el-kubra,31.1,30.59, Dawood M.M. (1961)
1300,simulans,Asia,datong,117.4,30.53, Xu S.-H. et al. (2003)
1301,simulans,Africa,gianaclis,30.09,30.51, Capy P. et al. (1993)
1302,simulans,Africa,tanta,31.0,30.48, Biemont C. et al. (2003)
1303,simulans,Africa,esmaeilia,32.16,30.35, El-Abidin Salam A.Z et al. (1981)
1304,simulans,Asia,wuhan,114.19,30.35, Xu S.-H. et al. (2003)
1305,simulans,Africa,agadir,-9.36,30.26, Capy P. et al. (1990)
1306,simulans,Asia,yakushima,130.3,30.2, Watada M. et al. (1986)
1307,simulans,Asia,hangzhou,120.07,30.18, Xu S.-H. et al. (2003)
1308,simulans,Africa,admin,-9.3,30.15, Prevosti A. (1974)
1309,simulans,Africa,cairo,31.15,30.03, Bachli G. et al. (1982)
1310,simulans,Africa,domiat,30.0,30.0, El-Adl A.M. et al. (1981)
1311,simulans,Africa,egypt,31.0,30.0, Burla H. and Bachli G. (1979)
1312,simulans,Africa,borg-el-arab,32.0,30.0, El-Adl A.M. et al. (1981)
1313,simulans,Asia,china,110.0,30.0, Zhang W. et al. (1996)
1314,simulans,Asia,kume-jima,130.0,30.0, Kondo M. and Kimura M.T. (2008)
1315,simulans,Asia,chongqing,106.35,29.3, Xu S.-H. et al. (2003)
1316,simulans,Africa,fayum,30.5,29.19, Bachli G. et al. (1982)
1317,simulans,Africa,siwa,25.31,29.11, Yassin A.E. and Abou-Youssef A. (2004)
1318,simulans,Africa,beni-swef,31.05,29.05, Dobzhansky T. et al. (1957)
1319,simulans,Asia,nanchang,115.56,28.38, Xu S.-H. et al. (2003)
1320,simulans,Asia,delhi,77.15,28.36, Ballard J.W.O. (2004)
1321,simulans,Africa,sinai mountains,34.0,28.3, Freidberg Collection (1989)
1322,simulans,Asia,naze,129.3,28.21, Lee W.H. (1978)
1323,simulans,Africa,agamy,30.43,28.2, Abou-Youssef A.Y. et al. (1983)
1324,simulans,Asia,changsha,113.0,28.1, Xu S.-H. et al. (2003)
1325,simulans,Asia,amami,129.3,28.1, Watada M. et al. (1986)
1326,simulans,Asia,wenzhou,120.4,28.02, Xu S.-H. et al. (2003)
1327,simulans,Asia,titizima,142.2,28.0, Kikkawa H. and Peng F.T. (1938)
1328,simulans,Asia,okinoerabujima,128.55,27.5, Watada M. et al. (1986)
1329,simulans,South America,tavares,-48.32,27.39, Schmitz H.J. et al. (2007)
1330,simulans,Asia,chichijima,142.13,27.05, Ballard J.W.O. (2004)
1331,simulans,Africa,assiut,31.07,27.04, Bachli G. et al. (1982)
1332,simulans,Asia,oku,128.16,26.53, Kopp A. et al. (2006)
1333,simulans,Asia,li jiang,100.16,26.51, Ballard J.W.O. (2004)
1334,simulans,Asia,miyuki,128.1,26.45, Ballard J.W.O. (2004)
1335,simulans,Asia,hahajima,142.09,26.38, Ballard J.W.O. (2004)
1336,simulans,Asia,naga,127.59,26.36, Itoh M. et al. (2003)
1337,simulans,Asia,guiyang,106.4,26.35, Xu S.-H. et al. (2003)
1338,simulans,Asia,fuzhou,119.17,26.09, Xu S.-H. et al. (2003)
1339,simulans,Asia,guwahati,92.0,26.0, Das A. et al. (1995)
1340,simulans,Asia,kumejima,127.3,26.0, Itoh M. et al. (2003)
1341,simulans,Africa,luxor,32.24,25.41, Kopp A. et al. (2006)
1342,simulans,Asia,patna,85.12,25.37, Das A. et al. (1995)
1343,simulans,Asia,ghazipur,83.36,25.36, Das A. et al. (1995)
1344,simulans,Asia,jamsoti,83.0,25.2, Das A. et al. (1995)
1345,simulans,Asia,ramnagar,83.02,25.18, Das A. et al. (1995)
1346,simulans,Asia,nagpur,79.12,25.1, Das A. et al. (1995)
1347,simulans,Asia,mirzapur,82.34,25.09, Das A. et al. (1995)
1348,simulans,Asia,taipei,121.32,25.05, Lin F.J. et al. (1987)
1349,simulans,Asia,kunming,102.41,25.04, Kopp A. et al. (2006)
1350,simulans,Asia,lowari,84.0,25.0, Das A. et al. (1995)
1351,simulans,Asia,shillong,92.0,25.0, Das A. et al. (1995)
1352,simulans,Asia,sen-keng,121.3,25.0, Lin F.J. et al. (1987)
1353,simulans,Asia,wulai,121.3,24.45, Lin F.J. et al. (1987)
1354,simulans,Asia,miyakojima,125.25,24.45, Itoh M. et al. (2003)
1355,simulans,Asia,xiamen,116.05,24.28, Xu S.-H. et al. (2003)
1356,simulans,Africa,kom-ombo,32.57,24.26, Mourad A.M. and Mallah G.S. (1960)
1357,simulans,Asia,iriomotejima,123.44,24.1, Itoh M. et al. (2003)
1358,simulans,Asia,yun-shui,121.0,24.0, Lin F.J. et al. (1987)
1359,simulans,Asia,chi-tou,120.45,23.45, Lin F.J. et al. (1987)
1360,simulans,Asia,chu-shan,120.5,23.45, Lin F.J. et al. (1987)
1361,simulans,Asia,jabalpur,79.59,23.1, Das A. et al. (1995)
1362,simulans,Asia,guangzhou,113.2,23.08, Xu S.-H. et al. (2003)
1363,simulans,Asia,nanning,108.19,22.5, Xu S.-H. et al. (2003)
1364,simulans,Asia,midnapur,80.0,22.4, Das A. et al. (1995)
1365,simulans,Asia,takao,120.17,22.38, Watada M. et al. (1986)
1366,simulans,Asia,itarsi,77.48,22.3, Das A. et al. (1995)
1367,simulans,Asia,balasore,86.59,21.31, Das A. et al. (1995)
1368,simulans,Asia,bhubaneswar,85.5,20.13, Das A. et al. (1995)
1369,simulans,Asia,ondi,85.5,20.1, Das A. et al. (1995)
1370,simulans,Asia,hainan,110.0,19.0, Xu S.-H. et al. (2003)
1371,simulans,Asia,fort cochin,72.5,18.56, Das A. et al. (1995)
1372,simulans,Asia,bombay,72.51,18.56, Das A. et al. (1995)
1373,simulans,Central America,honduras,-87.0,15.0, Carracedo M.C. et al. (2000)
1374,simulans,Central America,el salvador,-88.55,14.45, Carson H.L. (1965)
1375,simulans,Central America,guatemala,-90.22,14.38, del Puerto G.A. and Chihara C.J. (1988)
1376,simulans,Africa,dakar,-17.27,14.38, Lachaise D. et al. (1988)
1377,simulans,Central America,zamorana,-87.01,14.01, del Puerto G.A. and Chihara C.J. (1988)
1378,simulans,Asia,tirupati,79.25,13.39, Das A. et al. (1995)
1379,simulans,Asia,madras,80.18,13.05, Das A. et al. (1995)
1380,simulans,Asia,bangalore,77.35,12.58, Das A. et al. (1995)
1381,simulans,Africa,ziguinchor,-16.2,12.35, David J. et al. (1974)
1382,simulans,Asia,mysore,76.37,12.18, Das A. et al. (1995)
1383,simulans,South America,santa marta/colombia,-74.1,11.18, Hoenigsberg H.F. (1995)
1384,simulans,Central America,goofy lake,-80.0,11.0, Pipkin S.B. (1965)
1385,simulans,Africa,ataye,40.0,11.0, Lachaise D. and Tsacas L. (1983)
1386,simulans,South America,guayabita,-67.29,10.15, Cova Garcia P. and Suarez O.M. (1962)
1387,simulans,Central America,la selva,-85.0,10.0, Turelli M. and Hoffmann A.A. (1995)
1388,simulans,Africa,ethiopia,40.0,10.0, Baba-Aissa F. et al. (1988)
1389,simulans,Asia,ernakulam,76.16,10.0, Das A. et al. (1995)
1390,simulans,Central America,san jose/cr,-84.04,9.59, Jutier D. et al. (2004)
1391,simulans,Central America,fort sherman,-79.57,9.21, Pipkin S.B. (1965)
1392,simulans,Central America,almirante,-82.22,9.2, Pipkin S.B. (1965)
1393,simulans,Africa,harar,42.1,9.2, Carson H.L. and Wasserman M. (1965)
1394,simulans,Central America,frijoles,-79.48,9.11, Pipkin S.B. (1965)
1395,simulans,Central America,barro colorado,-79.5,9.08, Pipkin S.B. (1965)
1396,simulans,Central America,panama,-79.0,9.0, Baba-Aissa F. et al. (1988)
1397,simulans,Central America,camaron,-79.34,8.59, Pipkin S.B. (1965)
1398,simulans,Central America,capira,-79.51,8.48, Pipkin S.B. (1965)
1399,simulans,Central America,taboga/panama,-79.33,8.47, Sturtevant A.H. (1921)
1400,simulans,Central America,el volcan/panama,-82.4,8.45, Pipkin S.B. (1965)
1401,simulans,Central America,el valle/panama,-80.08,8.36, Pipkin S.B. (1965)
1402,simulans,Asia,trivandrum,76.57,8.3, Das A. et al. (1995)
1403,simulans,Central America,cerro campana,-81.17,8.26, Pipkin S.B. (1965)
1404,simulans,Central America,el real/panama,-77.42,8.06, Pipkin S.B. (1965)
1405,simulans,Asia,kanniyakumari,77.35,8.04, Das A. et al. (1995)
1406,simulans,South America,georgetown/guyana,-58.1,6.46, Biemont C. et al. (2003)
1407,simulans,Africa,lagos/nigeria,3.28,6.27, Lachaise D. et al. (1988)
1408,simulans,South America,bartica,-58.38,6.24, Sturtevant A.H. (1929)
1409,simulans,Africa,lamto,-5.15,6.2, Lachaise D. and Tsacas L. (1974)
1410,simulans,South America,christianberg,-58.0,6.0, Pipkin S.B. and Hewitt N.E. (1972)
1411,simulans,Africa,mbengwi,9.56,5.58, Kopp A. et al. (2006)
1412,simulans,Africa,adiopodoume,-4.08,5.19, Lachaise D. and Tsacas L. (1983)
1413,simulans,Africa,abidjan,-4.01,5.19, Lachaise D. et al. (1988)
1414,simulans,South America,guyana,-58.0,5.0, Carracedo M.C. et al. (2000)
1415,simulans,South America,cayenne,-52.18,4.55, Baba-Aissa F. et al. (1988)
1416,simulans,South America,bogota,-74.05,4.48, Beardmore J.A. (1973)
1417,simulans,Asia,garat,127.04,4.46, Periquet G. (1981)
1418,simulans,South America,fusagasuga,-74.21,4.22, Ashburner M. and Leumeunier F. (1976)
1419,simulans,South America,colombia,-75.0,4.0, Biemont C. et al. (2003)
1420,simulans,Africa,brazza-loua,15.0,4.0, Lachaise D. et al. (1986)
1421,simulans,Africa,yaounde,11.31,3.51, Baba-Aissa F. et al. (1988)
1422,simulans,Africa,nkolbisson,10.0,3.0, Ashburner M. and Leumeunier F. (1976)
1423,simulans,Africa,lokichar,35.4,2.23, Simmons G.M. et al. (1994)
1424,simulans,Africa,mount elgon,34.35,1.3, Baba-Aissa F. et al. (1988)
